key;Kurztitel;Kurztitel der Editionen;Geschichtsquellen.de;Arlima.net;Quellen;Langtitel;Bde.;Verlinkt;Link;Band I;Band II;Band III;Band IV;Band V;Band VI
Germ._Pont._9;Germ. Pont. 9;;;;;Germania Pontificia 9: Provincia Coloniensis. Pars 3: Dioceses Traiectensis, Monasteriensis, Osnabrugensis et Mindensis, ed. Theodor Schieffer, Göttingen 2003 (Regesta Pontificum Romanorum).;;;;;;;;;
Germ._Pont._10;Germ. Pont. 10;;;;;Germania Pontificia 10: Provincia Treverensis. Pars 1: Archidioecesis Treverensis, ed. Egon Boshof, Göttingen 1992 (Regesta Pontificum Romanorum).;;;;;;;;;
Gersdorf,_Urkundenbuch_des_Hochstifts_Meissen;Gersdorf, Urkundenbuch des Hochstifts Meissen;;;;;Urkundenbuch des Hochstifts Meissen. Im Auftrage der Königlich Sächsischen Staatsregierung, ed. Ernst Gotthelf Gersdorf, Bd. 1, Leipzig 1864 (Codex diplomaticus Saxoniae regiae, 1).;;;https://codex.isgv.de/codex.php?band=cds2_01&f=&a=a&s=002 ;;;;;;
Gerzaguet,_L’abbaye_féminine_de_Denain;Gerzaguet, L’abbaye féminine de Denain;;;;;Jean-Pierre Gerzaguet, L’abbaye féminine de Denain, des origines à la fin du XIIIe siècle. Histoire et chartes, Turnhout 2008 (ARTEM, 10).;;;;;;;;;
Gerzaguet,_Les_chartes_de_l’abbaye_d’Anchin;Gerzaguet, Les chartes de l’abbaye d’Anchin;;;;;Les chartes de l’abbaye d’Anchin: 1079–1201, ed. Jean-Pierre Gerzaguet, Turnhout 2005 (ARTEM, 6).;;;;;;;;;
von_Giesebrecht,_Geschichte;von Giesebrecht, Geschichte;;;;;Wilhelm von Giesebrecht, Geschichte der deutschen Kaiserzeit, 6 Bde., Braunschweig 1878–1895.;V,2;;;;;;;;
Giordanengo,_Geoffroy_de_Vendôme;Giordanengo, Geoffroy de Vendôme;;;;;Geoffroy de Vendôme, Œuvres, ed. Geneviève Giordanego, Turnhout 1996 (Sources d’histoire médiévale);;;;;;;;;
Giordanengo,_Le_registre_de_Lambert;Giordanengo, Le registre de Lambert;;;;;Le registre de Lambert, évêque d’Arras (1093–1115), ed. Claire Giordanengo, Paris 2007 (Sources d’histoire médiévale, 34).;;;;;;;;;
Giordanengo,_Lettres;Giordanengo, Lettres;;;;;Lettres d’Yves de Chartres, ed. Geneviève Giordanengo, Orléans 2017 (TELMA), URL: http://telma-chartes.irht.cnrs.fr/yves-de-chartres/page/introduction.;;;;;;;;;
Girgensohn,_Das_Pisaner_Konzil_von_1135_in_der_Überlieferung_des_Pisaner_Konzils_von_1409;Girgensohn, Das Pisaner Konzil von 1135 in der Überlieferung des Pisaner Konzils von 1409;;;;;Dieter Girgensohn, Das Pisaner Konzil von 1135 in der Überlieferung des Pisaner Konzils von 1409, in: Festschrift für Hermann Heimpel zum 70. Geburtstag am 19. September 1971, Bd. 2, Göttingen 1972 (Veröffentlichungen des Max-Plancks-Instituts für Geschichte, 36), S. 1063–1100.;;;;;;;;;
Glanvell,_Kanonessammlung_des_Kardinals_Deusdedit;Glanvell, Kanonessammlung des Kardinals Deusdedit;;;;;Die Kanonessammlung des Kardinals Deusdedit, ed. Victor Wolf von Glanvell, Paderborn 1905.;;;;http://www.archive.org/details/diekanonessamml00deusgoog;;;;;
Gleber,_Eugen_III.;Gleber, Eugen III.;;;;;Helmut Gleber, Papst Eugen III. (1145–1153) unter besonderer Berücksichtigung seiner politischen Tätigkeit, Jena 1936 (Beiträge zur mittelalterlichen und neueren Geschichte, 6). ;;;;;;;;;
Goerz,_Mittelrheinische_Regesten;Goerz, Mittelrheinische Regesten;;;;;Mittelrheinische Regesten oder chronologische Zusammenstellung des Quellenmaterials für die Geschichte der Territorien der beiden Regierungsbezirke Koblenz und Trier in kurzen Auszügen, ed. Adam Goerz, 4 Bde., Koblenz 1876–1886.;2;;;;https://archive.org/details/mittelrheinische02goer;;;;
Goetting,_Hildesheimer_Bischöfe_;Goetting, Hildesheimer Bischöfe ;;;;;Hans Goetting, Das Bistum Hildesheim 3: Die Hildesheimer Bischöfe von 815 bis 1221 (1227), Berlin, New York 1984 (Germania Sacra, N. F. 20).;;;https://doi.org/10.26015/adwdocs-91 ;;;;;;
Goffinet,_Cartulaire_de_l’abbaye_d’Orval;Goffinet, Cartulaire de l’abbaye d’Orval;;;;;Cartulaire de l’abbaye d’Orval, depuis l’origine de ce monastère jusqu’à l’année 1365 inclusivement, époque de la réunion du comté de Chiny au duché de Luxembourg, ed. Hippolyte Goffinet, Bruxelles 1879 (Commission royale d’histoire. Publications in-quarto, 21,2).;;;http://www.archive.org/details/cartulairedepuis00orvauoft ;;;;;;
Gottlob,_Chorepiskopat;Gottlob, Chorepiskopat;;;;;Theodor Gottlob, Der abendländische Chorepiskopat, Amsterdam 1963 (Kanonistische Studien und Texte, 1).;;;;;;;;;
Gousset,_Actes_de_la_province_de_Reims;Gousset, Actes de la province de Reims;;;;;Les actes de la Province ecclésiastique de Reims ou canons et decrets des conciles, constitutions, statuts, et lettres des évêques, ed. Thomas Maria Joseph Gousset, 4 Bde., Reims 1842–1844.;"I ; II";;http://www.mdz-nbn-resolving.de/urn/resolver.pl?urn=urn:nbn:de:bvb:12-bsb10004610-5;;;;;;
;;;;;;;;;http://www.mdz-nbn-resolving.de/urn/resolver.pl?urn=urn:nbn:de:bvb:12-bsb10004611-1 ;;;;;;
Grabmann,_Geschichte_der_scholastischen_Methode;Grabmann, Geschichte der scholastischen Methode;;;;;Martin Grabmann, Die Geschichte der scholastischen Methode, 2 Bde., Freiburg i. Br. 1909–1911.;II;;http://www.archive.org/details/diegeschichteder01grab ;;;;;;
Grat-de_Font-Réaulx,_Recueil_des_actes_de_Louis_II_le_Bègue;Grat/de Font-Réaulx, Recueil des actes de Louis II le Bègue;;;;;Recueil des actes de Louis II le Bègue, Louis III et Carloman II, rois de France 877–884, ed. Félix Grat, Jacques de Font-Réaulx, Paris 1978 (Chartes et diplômes relatifs à l’histoire de France, 12).;;;;;;;;;
Grat-Vielliard-Clémencet,_Annales_de_Saint-Bertin;Grat/Vielliard/Clémencet, Annales de Saint-Bertin;;;;;Les Annales de Saint-Bertin, ed. Félix Grat, Jeanne Vieilliard, Suzanne Clémencet, Paris 1964 (Société de l’histoire de France. Publications, 95).;;;;;;;;;
Grellet-Balguerie,_Cartulaire_de_Saint-Pierre_de_la_Réole;Grellet-Balguerie, Cartulaire de Saint-Pierre de la Réole;;;;;Louis-Charles Grellet-Balguerie, Cartulaire du prieuré conventuel de Saint-Pierre de La Réole en Bazadais du IXe au XIIe siècle, in: Archives historiques du Département de la Gironde 5 (1864), S. 99–186.;;;http://gallica.bnf.fr/ark:/12148/cb32701447v/date ;;;;;;
Gresser,_Synoden;Gresser, Synoden;;;;;Georg Gresser, Die Synoden und Konzilien in der Zeit des Reformpapsttums in Deutschland und Italien von Leo IX. bis Calixt II. 1049–1123, Paderborn u. a. 2006 (Konziliengeschichte. Reihe A. Darstellungen).;;;https://books.google.fr/books?id=7BPZAAAAMAAJ&printsec=frontcover&hl=de&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false ;;;;;;
Grosse,_Papsturkunden_in_Frankreich_N._F._9;Grosse, Papsturkunden in Frankreich N. F. 9;;;;;Papsturkunden in Frankreich. N. F. 9: Diözese Paris II: Abtei Saint-Denis, ed. Rolf Grosse, Göttingen 1998 (Abhandlungen der Akademie der Wissenschaften in Göttingen. Philologisch-Historische Klasse, 3. Folge, 225).;;;;;;;;;
Grotz,_Hadrian;Grotz, Hadrian;;;;;Hans Grotz, Erbe wider Willen. Hadrian II. (867–872) und seine Zeit, Wien 1970.;;;;;;;;;
Guibert,_Destruction;Guibert, Destruction;;;;;"Louis Guibert, Destruction de l’ordre et de l’abbaye de Grandmont, in: Bulletin de la Société Archéologique et Historique du Limousin 24 (1876), S. 1–368 (I); 25 (1877), S. 35–385 (II).";II;;;;;;;;
Gysseling,_Toponymisch_Woordenboek;Gysseling, Toponymisch Woordenboek;;;;;Maurits Gysseling, Toponymisch Woordenboek van Belgie, Nederland, Luxemburg, Noord-Frankrijk en West-Duitsland (voor 1226), 2 Bde., Gent 1960 (Bouwstoffen en Studien voor de geschiedenis en de lexicografie van het Nederlands, 6,1–2).;I;;https://bouwstoffen.kantl.be/tw/ ;;;;;;
von_Hacke,_Palliumsverleihungen;von Hacke, Palliumsverleihungen;;;;;Curt-Bogislav Graf von Hacke, Die Palliumsverleihungen bis 1143. Eine diplomatisch-historische Untersuchung, Göttingen 1898.;;;;;;;;;
Hageneder,_Die_Register_Innocenz’_III._8;Hageneder, Die Register Innocenz’ III. 8;;;;;Die Register Innocenz’ III, Bd. 8: 8. Pontifikatsjahr 1205/1206, ed. Othmar Hageneder, Andrea Sommerlechner, Wien 2001 (Publikationen des Historischen Instituts beim Österreichischen Kulturinstitut in Rom, 2. Abt., Quellen, Reihe 1).;;;;;;;;;
Hageneder-Haidacher,_Die_Register_Innocenz’_III._1;Hageneder/Haidacher, Die Register Innocenz’ III. 1;;;;;Die Register Innocenz’ III, Bd. 1: 1. Pontifikatsjahr 1198–1199. Texte, ed. Othmar Hageneder, Anton Haidacher, Graz u. a. 1964 (Publikationen des Historischen Instituts beim Österreichischen Kulturinstitut in Rom, 2. Abt., Quellen, Reihe 1).;;;;;;;;;
Hageneder-Maleczek-Strnad,_Die_Register_Innocenz’_III._2;Hageneder/Maleczek/Strnad, Die Register Innocenz’ III. 2;;;;;Die Register Innocenz’ III. 2. Pontifikatsjahr, 1188/1200. Texte, ed. Othmar Hageneder, Werner Maleczek, Alfred A. Strnad, Rom, Wien 1979 (Publikationen des Österreichischen Kulturinstituts in Rom. 2. Abt., Quellen, Reihe 1).;Texte;;https://archive.org/details/dieregisterinnoc0000cath ;;;;;;
Haigneré,_Cartulaire_de_Notre-Dame_de_Boulogne;Haigneré, Cartulaire de Notre-Dame de Boulogne;;;;;Cartulaire de l’église abbatiale de Notre-Dame de Boulogne-sur-Mer, ordre de Saint-Augustin 1067–1567, ed. Daniel Haigneré, in: Mémoires de la société académique de l’arrondissement de Boulogne-sur-Mer 13 (1882–1886), S. 89–360.;;;;;;;;;
Haigneré,_Les_chartes_de_Saint-Bertin;Haigneré, Les chartes de Saint-Bertin;;;;;Les chartes de Saint-Bertin. D’après le grand cartulaire de dom Charles-Joseph Dewitte, dernier archiviste de ce monastère, ed. Daniel Haigneré, 4 Bde., Saint-Omer 1886–1899.;I;;http://www.archive.org/details/leschartesdesai03haiggoog;;;;;;
;;;;;;;;;http://www.archive.org/details/leschartesdesai02haiggoog;;;;;;
;;;;;;;;;http://www.archive.org/details/leschartesdesai00haiggoog;;;;;;
;;;;;;;;;http://www.archive.org/details/leschartesdesai02haiggoog ;;;;;;
Halkin-Roland,_Recueil_des_chartes_de_l’abbaye_de_Stavelot-Malmedy;Halkin/Roland, Recueil des chartes de l’abbaye de Stavelot-Malmedy;;;;;Recueil des chartes de l’abbaye de Stavelot-Malmedy, ed. Joseph Halkin, Charles Gustave Roland, 2 Bde., Bruxelles 1909–1930 (Commission royale d’histoire. Publications in-quarto, 36,1–2).;I;;;;;;;;
Halphen-Lot,_Recueil_des_actes_de_Lothaire_et_de_Louis_V;Halphen/Lot, Recueil des actes de Lothaire et de Louis V;;;;;Recueil des actes de Lothaire et de Louis V rois de France (954–987), ed. Louis Halphen, Ferdinand Lot, Paris 1908 (Chartes et diplômes relatifs à l’histoire de France, 2).;;;https://archive.org/details/recueildesactesd00fran ;;;;;;
Hampe,_Zum_Streite_Hincmars;Hampe, Zum Streite Hincmars;;;;;Karl Hampe, Zum Streite Hincmars von Reims mit seinem Vorgänger Ebo und dessen Anhängern, in: Neues Archiv 23 (1898), S. 180–195. ;;;http://www.digizeitschriften.de/de/dms/img/?PPN=PPN345858530_0023&DMDID=dmdlog16 ;;;;;;
Hardouin,_Acta_conciliorum;Hardouin, Acta conciliorum;;;;;Acta conciliorum et epistolae decretales ac constitutiones summorum pontificium, ed. Jean Hardouin, 11 Bde., Paris 1714–1715.;"5 ; 6,2";;;;;;;https://books.google.fr/books?id=O8QpHyd0QmMC&printsec=frontcover&hl=de&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false;https://books.google.fr/books?id=NU3cwBAhLekC&printsec=frontcover&hl=de&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false
Hartmann,_Fälschungsverdacht;Hartmann, Fälschungsverdacht;;;;;Wilfried Hartmann, Fälschungsverdacht und Fälschungsnachweis im früheren Mittelalter, in: Fälschungen im Mittelalter. Internationaler Kongreß der Monumenta Germaniae Historica München, 16.–19. September 1986, Bd. 2: Gefälschte Rechtstexte. Der bestrafte Fälscher, Hannover 1988 (MGH Schriften, 33,2), S. 110–127.;;;;;;;;;
Hartmann,_Sendhandbuch;Hartmann, Sendhandbuch;;;;;Wilfried Hartmann, Das Sendhandbuch des Regino von Prüm. Unter Benutzung der Edition von F. W. H. Wasserschleben, Darmstadt 2004 (Ausgewählte Quellen zur deutschen Geschichte des Mittelalters, 42).;;;;;;;;;
Hartmann,_Synoden_der_Karolingerzeit;Hartmann, Synoden der Karolingerzeit;;;;;Wilfried Hartmann, Die Synoden der Karolingerzeit im Frankenreich und in Italien, Paderborn 1989 (Konziliengeschichte. Reihe A. Darstellungen).;;;;;;;;;
Haseldine,_Letters_of_Peter_of_Celle;Haseldine, Letters of Peter of Celle;;;;;The letters of Peter of Celle, ed. Julian P. Haseldine, Oxford 2001 (Oxford medieval texts).;;;;;;;;;
Havet,_Lettres_de_Gerbert;Havet, Lettres de Gerbert;;;;;Lettres de Gerbert (983–997), ed. Julien Havet, Paris 1889 (Collection de textes pour servir à l’étude et à l’enseignement de l’histoire, 6).;;;;;;;;;
Hehl,_Erzbischof_Ruotbert;Hehl, Erzbischof Ruotbert;;;;;Ernst-Dieter Hehl, Erzbischof Ruotbert von Trier und der Reimser Streit, in: ders., Hubertus Seibert, Franz Staab (Hg.), Deus qui mutat tempora. Menschen und Institutionen im Wandel des Mittelalters. Festschrift für Alfons Becker zu seinem fünfundsechzigsten Geburtstag, Sigmaringen 1987, S. 55–68.;;;;;;;;;
Hefele-Leclercq, Histoire;Hefele/Leclercq, Histoire;;;;;Karl Joseph Hefele, Henri Leclercq,  Histoire des conciles d'après les documents originaux, 11 Bde., Paris (1907–1952).;;;http://opac.regesta-imperii.de/id/92946;;;;;;
de_Hemptinne-Verhulst,_De_oorkonden_der_graven_van_Vlaanderen;de Hemptinne/Verhulst, De oorkonden der graven van Vlaanderen;;;;;De Oorkonden der Graven van Vlaanderen (Juli 1128–September 1191), ed. Thérèse de Hemptinne, Adriaan Verhulst, 3 Bde., Bruxelles 21988–2009 (Verzameling van de Akten der Belgische Vorsten/Recueil des actes des princes belges, 6).;"I ; II";;;;;;;;
Henriquez,_Fasciculus_sanctorum_ordinis_Cisterciensis;Henriquez, Fasciculus sanctorum ordinis Cisterciensis;;;;;Fasciculus sanctorum ordinis cisterciensis, ed. Crisotomo Henriquez. 2 Bde., Köln 1631.;I;;;;;;;;
Herbers,_Leo_IV.;Herbers, Leo IV.;;;;;Klaus Herbers, Papst Leo IV. und das Papsttum in der Mitte des 9. Jahrhunderts. Möglichkeiten und Grenzen päpstlicher Herrschaft in der späten Karolingerzeit, Stuttgart ?2017 (Päpste und Papsttum, 27).;;;;;;;;;
d’Herbomez,_Cartulaire_de_l’abbaye_de_Gorze;d’Herbomez, Cartulaire de l’abbaye de Gorze;;;;;Cartulaire de l’abbaye de Gorze. Ms. 826 de la bibliothèque de Metz, ed. Armand d’Herbomez, Paris 1898–1899 (Mettensia, 2).;;;;;;;;;
Herde,_Audientia_litterarum_contradictarum;Herde, Audientia litterarum contradictarum;;;;;Peter Herde, Audientia litterarum contradictarum. Untersuchungen über die päpstlichen Justizbriefe und die päpstliche Delegationsgerichtsbarkeit vom 13. bis zum Beginn des 16. Jahrhunderts. 2 Bde., Tübingen 1970 (Bibliothek des Deutschen Historischen Instituts in Rom, 31–32).;I;;;;;;;;
Herde,_Fälschungsdelikt;Herde, Fälschungsdelikt;;;;;Peter Herde, Römisches und kanonisches Recht bei der Verfolgung des Fälschungsdelikts im Mittelalter, in: Traditio 21 (1965), S. 291–362.;;;;;;;;;
Heydenreich,_Metropolitangewalt;Heydenreich, Metropolitangewalt;;;;;Johann Heydenreich, Die Metropolitangewalt der Erzbischöfe von Trier bis auf Baldewin, Marburg a. d. Lahn 1938 (Marburger Studien zur älteren deutschen Geschichte, Reihe 2,5).;;;;;;;;;
Hiestand,_Byzanz;Hiestand, Byzanz;;;;;Rudolf Hiestand, Byzanz und das »Regnum Italicum« im 10. Jahrhundert. Ein Beitrag zur ideologischen und machtpolitischen Auseinandersetzung zwischen Osten und Westen, Zürich 1964 (Geist und Werk der Zeiten. Arbeiten aus dem Historischen Seminar der Universität Zürich, 9).;;;;;;;;;
Hiestand,_Konrad_von_Wittelsbach_und_Wilhelm_von_Champagne;Hiestand, Konrad von Wittelsbach und Wilhelm von Champagne;;;;;Rudolf Hiestand, Konrad von Wittelsbach und Wilhelm von Champagne oder Mainz, Reims und die Kurie am Ende des 12. Jahrhunderts, in: Heinz Finger (Hg.), Bischöfe, Klöster, Universitäten und Rom. Gedenkschrift für Josef Semmler (1928–2011), Köln 2012 (Libelli Rhenani, 41), S. 83–146.;;;;;;;;;
Hiestand,_Matthäus_von_Albano;Hiestand, Matthäus von Albano;;;;;Rudolf Hiestand, Kardinalbischof Matthäus von Albano, das Konzil von Troyes und die Entstehung des Tempelordens, in: Zeitschrift für Kirchengeschichte 99 (1988), S. 295–325.;;;;;;;;;
Hiestand,_Troyes;Hiestand, Troyes;;;;;Rudolf Hiestand, Von Troyes – oder Trier? – nach Reims. Zur Generalsynode Eugens III. im Frühjahr 1148, in: Joachim Dahlhaus, Armin Kohnle (Hg.), Papstgeschichte und Landesgeschichte. Festschrift für Hermann Jakobs zum 65. Geburtstag, Köln, Weimar, Wien 1995 (Archiv für Kulturgeschichte, Beiheft 39), S. 329–348.;;;;;;;;;
Higounet,_Champart;Higounet, Champart;;;;;Charles Higounet, Champart, in: Lexikon des Mittelalters, Bd. 2, München, Zürich 1983, Sp. 1689.;;;;;;;;;
Higounet-Higounet-Nadal,_Grand_cartulaire_de_La_Sauve-Majeure;Higounet/Higounet-Nadal, Grand cartulaire de La Sauve-Majeure;;;;;Grand cartulaire de La Sauve-Majeure, ed. Charles Higounet, Arlette Higournet-Nadal, 2 Bde., Bordeaux 1996 (Études et documents d’Aquitaine, 8).;II;;;;;;;;
Hinschius,_Decretales;Hinschius, Decretales;;;;;Decretales Pseudo-Isidorianae et Capitula Angilramni, ed. Paul Hinschius, Leipzig 1863.;;;http://www.mdz-nbn-resolving.de/urn/resolver.pl?urn=urn:nbn:de:bvb:12-bsb10801053-5 ;;;;;;
Hinschius,_Kirchenrecht;Hinschius, Kirchenrecht;;;;;Paul Hinschius, Das Kirchenrecht der Katholiken und Protestanten in Deutschland. System des katholischen Kirchenrechts mit besonderer Berücksichtigung auf Deutschland, 6 Bde., Berlin 1869–1897.;I;;;;;;;;
Hlawitschka,_Lotharingien;Hlawitschka, Lotharingien;;;;;Eduard Hlawitschka, Lotharingien und das Reich an der Schwelle der deutschen Geschichte, Stuttgart 1968 (MGH Schriften, 21).;;;;;;;;;
Hlawitschka,_Textkritisches;Hlawitschka, Textkritisches;;;;;Eduard Hlawitschka, Textkritisches zur Series abbatum Flaviniacensium, in: Georg Droege, Peter Schöller, Rudolf Schützeichel u. a. (Hg.), Landschaft und Geschichte. Festschrift für Franz Petri zu seinem 65. Geburtstag am 22. Februar 1968, Bonn 1970, S. 250–265.;;;;;;;;;
Hödl-Classen,_Admonter_Briefsammlung;Hödl/Classen, Admonter Briefsammlung;;;;;Die Admonter Briefsammlung. Nebst ergänzenden Briefen, ed. Günther Hödl, Peter Classen, München 1983 (MGH Briefe der deutschen Kaiserzeit, 6).;;;https://www.dmgh.de/mgh_briefe_d_dt_kaiserzeit_6 ;;;;;;
Holtzmann,_Beziehungen_Urbans_II.;Holtzmann, Beziehungen Urbans II.;;;;;Walther Holtzmann, Die Beziehungen Urbans II. zu Frankreich, Diss. phil. masch. Heidelberg 1920.;;;;;;;;;
Holtzmann,_Collectio_Brugensis;Holtzmann, Collectio Brugensis;;;;;Walther Holtzmann, Über die vatikanische Handschrift der »Collectio Brugensis« (Ottib. lat. 3027), in: Collectanea Vaticana in honorem Anselmi M. Card. Albareda a Bibliotheca Apostolica edita, Bd. 1, Vatikanstadt 1962 (Studi e testi, 219), S. 391–414.;;;;;;;;;
Holtzmann,_Collectio_Seguntina;Holtzmann, Collectio Seguntina;;;;;Walther Holtzmann, La »collectio Seguntina« et les décrétales de Clément III et de Célestin III, in: Revue d’histoire ecclésiastique 50 (1955), S. 400–453.;;;http://www.brepolsonline.net/loi/rhe ;;;;;;
Holtzmann,_Eine_Bannsentenz;Holtzmann, Eine Bannsentenz;;;;;Walther Holtzmann, Zur Geschichte des Investiturstreits (Englische Analekten 2). 4: Eine Bannsentenz des Konzils von Reims 1119, in: Neues Archiv 50 (1935), S. 301–319.;;; ;;;;;;
Holtzmann,_Kanonistische_Ergänzungen;Holtzmann, Kanonistische Ergänzungen;;;;;"Walther Holtzmann, Kanonistische Ergänzungen zur Italia pontificia I–IV, in: Quellen und Forschungen aus italienischen Archiven und Bibliotheken 37 (1957), S. 55–102; Kanonistische Ergänzungen zur Italia pontificia V–X, in: Quellen und Forschungen aus italienischen Archiven und Bibliotheken 38 (1958), S. 67–175.";;;https://perspectivia.net/publikationen/qfiab/38-1958/0067-0175 ;;;;;;
Holtzmann,_Papsturkunden_in_England;Holtzmann, Papsturkunden in England;;;;;"Walther Holtzmann, Papsturkunden in England, 3 Bde., Göttingen 1930–1952 (Abhandlungen der Gesellschaft der Wissenschaften zu Göttingen. Philologisch-Historische Klasse, N. F. 25,1–2; 3. Folge, 14–15; 3. Folge, 33).";"I ; II ; III";;;;;;;;
